number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_max_leaves,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
496,1.7531817864851047,2026-02-13 20:48:12.808973,2026-02-13 20:48:50.770671,0 days 00:00:37.961698,0.6150843686062546,481,9.987233281387507,lossguide,0.005014496089556846,9,8,306.0,0.4199760910965262,0.002890919255088694,24.200441447918205,0.8258667034671331,COMPLETE
497,1.8179185753873903,2026-02-13 20:48:13.406672,2026-02-13 20:50:22.871147,0 days 00:02:09.464475,0.6176948848132204,480,0.1506958594099581,lossguide,0.0050116395969917885,9,8,349.0,0.30740330722998344,2.3404035051211755e-05,0.7192422714722191,0.8274525245117108,PRUNED
498,1.778250370412107,2026-02-13 20:48:16.952585,2026-02-13 20:49:09.604982,0 days 00:00:52.652397,0.6172707519301328,493,2.6410669601676195,lossguide,0.005433756750588581,9,8,308.0,0.31355511858883267,1.539027164960284e-05,23.40283172837281,0.8273246746224338,PRUNED
499,1.7541463839001712,2026-02-13 20:48:21.100813,2026-02-13 20:48:48.838862,0 days 00:00:27.738049,0.6199635956664309,480,9.996874017703654,lossguide,0.00502026611596623,9,8,305.0,0.32508091330622985,1.7307889997984482e-05,10.285008236297763,0.8263242343708423,COMPLETE
500,1.7540151705982459,2026-02-13 20:48:28.490011,2026-02-13 20:49:00.096950,0 days 00:00:31.606939,0.6141959096191417,382,9.816342168535751,lossguide,0.005060908963987765,9,9,305.0,0.31180464712523753,1.2797416074974152e-05,22.568629718935266,0.8276956015230269,COMPLETE
501,1.7573398233845396,2026-02-13 20:48:31.370812,2026-02-13 20:48:59.930483,0 days 00:00:28.559671,0.6141979508546572,484,9.821111204046012,lossguide,0.0050303743317519495,9,8,304.0,0.33108925840472364,1.2775079828121119e-05,0.824312328471357,0.8263145118198746,PRUNED
502,1.7537647662547404,2026-02-13 20:48:39.866248,2026-02-13 20:49:07.642915,0 days 00:00:27.776667,0.6156591209202276,398,9.981691360516495,lossguide,0.005097166682909239,9,9,333.0,0.3142562635596256,1.5784321944522582e-05,8.356319994163806,0.8258527082062745,COMPLETE
503,1.7533320757729638,2026-02-13 20:48:48.898403,2026-02-13 20:49:16.667922,0 days 00:00:27.769519,0.6403101093179279,401,9.991702347735758,lossguide,0.0054528177209536306,9,9,320.0,0.4100890187574826,2.6069969341378514e-05,22.6452002481437,0.8299538499249899,COMPLETE
504,1.7544272882998273,2026-02-13 20:48:50.860855,2026-02-13 20:49:17.742242,0 days 00:00:26.881387,0.6419371835748234,491,9.81421125887683,lossguide,0.0054066557099582855,9,9,317.0,0.33580983256994,2.293005790876661e-05,7.932495977376775,0.8278226547042126,COMPLETE
505,1.7528032406898426,2026-02-13 20:49:00.020379,2026-02-13 20:49:29.784216,0 days 00:00:29.763837,0.6392254414151378,398,9.813700555955172,lossguide,0.0050017029390582906,9,9,335.0,0.36155308013420234,2.7382163264477573e-05,15.934975283154241,0.8130733791155907,COMPLETE
506,1.7525684349218036,2026-02-13 20:49:00.198835,2026-02-13 20:49:27.866487,0 days 00:00:27.667652,0.6402139419450784,399,9.978889861658143,lossguide,0.005350710991001668,9,8,444.0,0.33544902859981746,4.340531019155521e-05,15.776938794633779,0.8135067037726758,COMPLETE
507,1.7799609036959039,2026-02-13 20:49:07.701633,2026-02-13 20:50:02.620182,0 days 00:00:54.918549,0.6418895311195004,468,2.5538582299709223,lossguide,0.005407881982290449,9,8,336.0,0.35119070373448574,2.7556488568928863e-05,15.874276223610279,0.8126887355881541,PRUNED
508,1.7670854375565044,2026-02-13 20:49:09.686974,2026-02-13 20:49:26.975104,0 days 00:00:17.288130,0.6429431774552093,473,9.55526350242107,lossguide,0.07711958617491091,9,8,447.0,0.3932902655320841,3.358801012165663e-05,16.095015376180175,0.8113691343106898,PRUNED
509,1.752935462152005,2026-02-13 20:49:16.740915,2026-02-13 20:49:44.326067,0 days 00:00:27.585152,0.6612062436695066,469,9.558991620938889,lossguide,0.005439953079817776,9,8,316.0,0.2669046311788755,2.5785500125225624e-05,18.111534386965946,0.8121266233605466,COMPLETE
510,1.7528475066774352,2026-02-13 20:49:17.822161,2026-02-13 20:49:45.019921,0 days 00:00:27.197760,0.6623900107595326,471,9.56449680659685,lossguide,0.005417537645920764,9,8,335.0,0.3854119369946059,2.6996320346251567e-05,15.496180650653518,0.8119692027902706,COMPLETE
511,1.7532267140853801,2026-02-13 20:49:27.080132,2026-02-13 20:49:55.251841,0 days 00:00:28.171709,0.6573317289927529,437,9.584298771477664,lossguide,0.005455173953617489,9,8,336.0,0.3654123383283368,2.509288151366485e-05,19.585227687539735,0.811851385726704,COMPLETE
512,1.8167431518069648,2026-02-13 20:49:27.958811,2026-02-13 20:51:30.734269,0 days 00:02:02.775458,0.6277646109479049,402,0.217387404402408,lossguide,0.005384235111328591,9,8,353.0,0.34618605121703416,3.296745436686616e-05,14.809908227529343,0.8141294766494701,PRUNED
513,1.7532982489488231,2026-02-13 20:49:29.847507,2026-02-13 20:49:55.873541,0 days 00:00:26.026034,0.6265302046214584,407,9.555474546669695,lossguide,0.005396036727513153,9,8,353.0,0.2665621991038853,2.770104983025531e-07,10.902529456654742,0.8116625164055052,COMPLETE
514,1.7530094777556497,2026-02-13 20:49:43.537987,2026-02-13 20:50:10.890605,0 days 00:00:27.352618,0.6263685037090656,408,9.996274421802303,lossguide,0.005389719305994023,9,8,352.0,0.34365167109702105,3.788459673008035e-05,10.537157651979403,0.8085483359558826,COMPLETE
515,1.7524585672853432,2026-02-13 20:49:44.396066,2026-02-13 20:50:13.374990,0 days 00:00:28.978924,0.6295323559214074,437,9.79577168400177,lossguide,0.005376156387712024,9,8,350.0,0.3579361569911847,4.576018955610865e-05,12.958186714522212,0.8097190517034534,COMPLETE
516,1.753989411473427,2026-02-13 20:49:45.110169,2026-02-13 20:50:10.762219,0 days 00:00:25.652050,0.6258471162309533,402,9.786854772810333,lossguide,0.005000175070590657,9,8,352.0,0.2578478561148427,4.2515597278748624e-05,11.634250910012545,0.8087072683814427,COMPLETE
517,1.7534240403462926,2026-02-13 20:49:55.326402,2026-02-13 20:50:26.255908,0 days 00:00:30.929506,0.6315239981361779,408,9.804103434317055,lossguide,0.005003858881707718,9,8,450.0,0.5308246853153119,4.318498249775955e-05,10.697476991070683,0.8037938305262674,COMPLETE
518,1.752622321788956,2026-02-13 20:49:55.948387,2026-02-13 20:50:25.458358,0 days 00:00:29.509971,0.6268177954925657,410,9.989473451649644,lossguide,0.005006148058104257,9,8,119.0,0.46860125817172255,4.0916264228706785e-05,14.234401720237788,0.8055358916345696,COMPLETE
519,1.753254439543202,2026-02-13 20:50:02.697636,2026-02-13 20:50:31.860201,0 days 00:00:29.162565,0.6294187378899,457,9.796342598243562,lossguide,0.005022793849845008,9,8,443.0,0.2449580706245898,3.9989755237019204e-05,13.878979013258567,0.8053725021934623,COMPLETE
520,1.7536350360564237,2026-02-13 20:50:10.863385,2026-02-13 20:50:40.226781,0 days 00:00:29.363396,0.6291026546168387,457,9.973886167554538,lossguide,0.005001818089202409,9,8,130.0,0.2975816619664217,3.8314038423021085e-05,13.341525347528943,0.8028446098580951,COMPLETE
521,1.753683063734672,2026-02-13 20:50:10.993393,2026-02-13 20:50:40.810283,0 days 00:00:29.816890,0.6329431768056483,437,9.762034620168782,lossguide,0.005282669015714212,9,8,361.0,0.29754105102842315,4.7650917720223375e-05,19.94020317997768,0.8038736524856218,COMPLETE
522,1.7534963389419427,2026-02-13 20:50:13.447661,2026-02-13 20:50:42.981831,0 days 00:00:29.534170,0.6327702152356433,458,9.772829654315396,lossguide,0.0050015303421882045,9,8,451.0,0.2328625241218691,4.285822468784883e-05,13.085422333893058,0.782486308549834,COMPLETE
523,1.7538906939907994,2026-02-13 20:50:22.957346,2026-02-13 20:51:02.817816,0 days 00:00:39.860470,0.6339375602037517,436,9.773453321382283,lossguide,0.005488030075913688,9,8,419.0,0.22798456572220932,5.244232301106784e-05,13.180461765104884,0.8028995245972922,COMPLETE
524,1.7531866809439713,2026-02-13 20:50:25.570619,2026-02-13 20:50:51.864905,0 days 00:00:26.294286,0.629224226591901,438,9.741272703096222,lossguide,0.005480392073296501,9,8,111.0,0.4039387386325318,4.377393180217766e-05,10.603523583953502,0.8009964350814738,COMPLETE
525,1.7700130190889825,2026-02-13 20:50:26.353445,2026-02-13 20:50:45.339858,0 days 00:00:18.986413,0.6280584166702579,437,9.766194803637806,lossguide,0.06828069766409615,9,8,445.0,0.3857113527452062,4.525447000558189e-05,13.040891398016964,0.783178294660644,PRUNED
526,1.7583430727919076,2026-02-13 20:50:31.925485,2026-02-13 20:50:49.865022,0 days 00:00:17.939537,0.6264413548510281,388,9.716215507522817,lossguide,0.02690681001374849,9,8,414.0,0.3787414196851685,5.251675597937561e-05,14.44782069708092,0.7800795213377565,PRUNED
527,1.7586349530578518,2026-02-13 20:50:40.332186,2026-02-13 20:51:12.932781,0 days 00:00:32.600595,0.6527418894972821,384,9.686070896413414,lossguide,0.0054906481635703585,9,8,363.0,0.38153064332897324,4.8755951603302494e-05,6.61103104007246,0.5609957693490172,PRUNED
528,1.7546920293113732,2026-02-13 20:50:40.878511,2026-02-13 20:51:08.480302,0 days 00:00:27.601791,0.6517346630112804,390,9.480960975443114,lossguide,0.005529155643658622,9,8,380.0,0.40005203079924606,1.103340451190295e-05,16.018237714717237,0.7794711225051227,PRUNED
529,1.7658064580978592,2026-02-13 20:50:43.043853,2026-02-13 20:51:08.424765,0 days 00:00:25.380912,0.6512684917929772,434,9.476505581604812,lossguide,0.01394748365801309,9,8,159.0,0.3945302776057206,1.2672285878681698e-05,14.43399544823917,0.5531781559521962,PRUNED
530,1.7614950834106187,2026-02-13 20:50:45.410226,2026-02-13 20:51:05.009780,0 days 00:00:19.599554,0.8858048863704596,391,9.51821257769486,lossguide,0.034726667098417784,9,8,253.0,0.4865289533708812,9.403585000238563e-06,17.56185803351195,0.7929863952577532,PRUNED
531,1.7542892043633167,2026-02-13 20:50:49.958344,2026-02-13 20:51:15.036833,0 days 00:00:25.078489,0.6528763326733436,436,9.477579789074298,lossguide,0.00588568881128647,9,8,58.0,0.44215788669513056,1.1648653094008608e-05,15.65468922801865,0.7960778565707647,COMPLETE
532,1.7587254110622619,2026-02-13 20:50:51.932697,2026-02-13 20:51:24.773967,0 days 00:00:32.841270,0.607852866910014,416,9.473786892630448,lossguide,0.0058400483503646995,9,8,378.0,0.5204561560637979,1.1379675272670526e-05,15.40220483651131,0.5517486220207581,PRUNED
533,1.7548134616520474,2026-02-13 20:51:02.896370,2026-02-13 20:51:30.600143,0 days 00:00:27.703773,0.6532859641697153,415,9.498805317878544,lossguide,0.005551920141051205,9,8,232.0,0.4836834866790043,1.0042925707303177e-05,16.454107839422445,0.7937968654474683,PRUNED
534,1.753470831519121,2026-02-13 20:51:05.105306,2026-02-13 20:51:30.848711,0 days 00:00:25.743405,0.6525344069162532,414,9.461412259012166,lossguide,0.005878152286345997,9,8,382.0,0.5023587998200919,1.7690294060384985e-05,18.69405067143594,0.8176973159038283,COMPLETE
535,1.7529760818148012,2026-02-13 20:51:08.554906,2026-02-13 20:51:34.217971,0 days 00:00:25.663065,0.6516321357187992,365,9.992736433845176,lossguide,0.005759654097740183,9,8,373.0,0.46651486570400963,1.6012784882737642e-05,19.275776524201255,0.8174113712559056,COMPLETE
536,1.7543509618069804,2026-02-13 20:51:08.592654,2026-02-13 20:51:35.868858,0 days 00:00:27.276204,0.6768242219730328,365,9.60141710753192,lossguide,0.005794363073379924,9,8,54.0,0.4369659596100419,1.8461683777424383e-05,18.9879001783116,0.8178388482125214,COMPLETE
537,1.7614715501522884,2026-02-13 20:51:13.004113,2026-02-13 20:51:30.791947,0 days 00:00:17.787834,0.6103805604464797,418,9.985650613629575,lossguide,0.04482024669779943,10,8,369.0,0.6324366886211761,2.0545867359342885e-05,19.655504555117606,0.8184227466896495,PRUNED
538,1.7539652242171702,2026-02-13 20:51:15.103584,2026-02-13 20:51:40.315426,0 days 00:00:25.211842,0.6088726362786722,419,9.997503909133401,lossguide,0.005882108840859874,10,8,364.0,0.47823186125426304,1.861431156620241e-05,19.939573420047854,0.8340384514587742,COMPLETE
539,1.75619747304953,2026-02-13 20:51:24.845426,2026-02-13 20:51:53.133438,0 days 00:00:28.288012,0.6932612249839287,456,9.991361572968882,lossguide,0.005281478397044381,10,8,362.0,0.14481404722626304,1.7877979734968025e-05,3.0287334567306967,0.8164287551989392,PRUNED
540,1.7537548038389066,2026-02-13 20:51:30.724869,2026-02-13 20:52:00.700249,0 days 00:00:29.975380,0.6437023883000883,455,9.631518242652973,lossguide,0.005886687911584029,10,12,75.0,0.262333823365231,6.517794158399212e-05,20.819533082863725,0.8329294411725201,COMPLETE
541,1.7561088976133923,2026-02-13 20:51:30.835930,2026-02-13 20:51:59.707628,0 days 00:00:28.871698,0.856869236864444,458,9.998008006719678,lossguide,0.0059080643145936786,10,8,78.0,0.13668541390681052,0.0093582974068828,20.591733666918486,0.8346507784033144,PRUNED
542,1.753764295614782,2026-02-13 20:51:30.838903,2026-02-13 20:52:00.635722,0 days 00:00:29.796819,0.6731160875923856,457,9.823610928472336,lossguide,0.005325007129207239,10,9,363.0,0.13895285199472407,7.372284211773321e-05,21.41728830676522,0.8188286297208971,COMPLETE
543,1.7526623789087223,2026-02-13 20:51:30.914775,2026-02-13 20:52:02.737599,0 days 00:00:31.822824,0.6736929702712284,454,9.999723653152998,lossguide,0.005268476816181123,10,9,364.0,0.21588326372712047,0.012530687250683997,22.381578522302895,0.8352470967559696,COMPLETE
544,1.7529566773183494,2026-02-13 20:51:34.289925,2026-02-13 20:52:04.632939,0 days 00:00:30.343014,0.6387279451680473,459,9.692066555823422,lossguide,0.00529214359836589,10,8,391.0,0.14376354815579825,0.010860250324748077,22.24528328514038,0.8329997556887803,COMPLETE
545,1.7534797101804238,2026-02-13 20:51:35.936307,2026-02-13 20:52:04.703060,0 days 00:00:28.766753,0.6404555481467202,454,9.824128736390545,lossguide,0.005277106765002494,10,8,360.0,0.14667026253818977,0.010512209653045163,34.830265232939105,0.831020463299423,COMPLETE
546,1.7543940088150205,2026-02-13 20:51:40.393136,2026-02-13 20:52:10.394912,0 days 00:00:30.001776,0.6408147510759719,460,9.793250561587593,lossguide,0.005337661964826726,10,9,362.0,0.14650681058987136,1.0891221936433864e-07,34.18084542272941,0.7962834109337269,COMPLETE
547,1.7551655742670476,2026-02-13 20:51:53.204094,2026-02-13 20:52:22.008859,0 days 00:00:28.804765,0.6408229344468419,451,9.751442316155728,lossguide,0.00527470662634322,10,9,360.0,0.22176484240014388,7.600159130452194e-05,8.775594051171893,0.7959591372307716,PRUNED
548,1.7544142939762786,2026-02-13 20:51:59.796080,2026-02-13 20:52:30.145075,0 days 00:00:30.348995,0.6399845594929091,453,9.708308697329729,lossguide,0.00525483614906861,10,9,198.0,0.21794982850979405,6.716923612658787e-05,34.540293991582274,0.7941842447681433,COMPLETE
549,1.7530090541386085,2026-02-13 20:52:00.791833,2026-02-13 20:52:28.694420,0 days 00:00:27.902587,0.638520964912181,470,9.674498239241846,lossguide,0.0052850211356871785,10,8,389.0,0.21532929703383427,3.148663603264176e-05,36.421919951664755,0.7940912655222999,COMPLETE
550,1.7526899429556917,2026-02-13 20:52:00.803866,2026-02-13 20:52:30.689125,0 days 00:00:29.885259,0.6207380936262549,444,9.676440865568514,lossguide,0.0052616948711589,10,8,392.0,0.21722860268938748,3.278978656928963e-05,33.896419735877,0.796552161532196,COMPLETE
551,1.7545303058317374,2026-02-13 20:52:02.828440,2026-02-13 20:52:34.259700,0 days 00:00:31.431260,0.6652726991777336,472,9.647251086371963,lossguide,0.00500197758383151,10,9,390.0,0.21537058395773717,3.302027922509403e-05,23.45285438077449,0.793760139419519,PRUNED
552,1.7534033945811527,2026-02-13 20:52:04.731093,2026-02-13 20:52:35.103269,0 days 00:00:30.372176,0.667640612249273,470,9.65448444133077,lossguide,0.0055204025717685516,10,9,375.0,0.2224336157140654,3.00632024850096e-05,25.12985162929456,0.7961216371527603,COMPLETE
553,1.7545756310302327,2026-02-13 20:52:04.801170,2026-02-13 20:52:35.189005,0 days 00:00:30.387835,0.6652655482447654,468,9.32176205884494,lossguide,0.005547536070910469,10,9,375.0,0.21497216621126755,3.540706783335666e-05,33.53248416360286,0.7966725143683697,PRUNED
554,1.7580048231289083,2026-02-13 20:52:10.493771,2026-02-13 20:52:43.063383,0 days 00:00:32.569612,0.6608526511191277,446,9.61718616886611,lossguide,0.0055834161700042155,10,9,374.0,0.22197435954473366,7.179322914972835e-05,4.359473576040033,0.6243398217852077,PRUNED
555,1.7571544553483727,2026-02-13 20:52:22.103939,2026-02-13 20:52:51.205168,0 days 00:00:29.101229,0.667993699790352,472,9.315797061441893,lossguide,0.005533697879970125,10,9,377.0,0.32692629453100497,2.9391870120419943e-05,4.487615653297807,0.7853278506458221,PRUNED
556,1.7541884619357233,2026-02-13 20:52:28.784793,2026-02-13 20:53:00.548384,0 days 00:00:31.763591,0.664810559551869,444,9.337704221603087,lossguide,0.005008846136720712,10,9,195.0,0.33352587602202316,5.769336528755592e-05,24.102609516487078,0.7856837691487982,COMPLETE
557,1.7547671242860283,2026-02-13 20:52:30.216877,2026-02-13 20:52:58.464050,0 days 00:00:28.247173,0.6190003281716321,441,9.343008966730844,lossguide,0.005567209016753614,10,8,378.0,0.2781973496473288,0.02117242672265752,23.800055499091318,0.7840569740571718,PRUNED
558,1.7994818708540914,2026-02-13 20:52:30.813883,2026-02-13 20:54:10.324192,0 days 00:01:39.510309,0.6137535281571455,439,1.5485634675993372,lossguide,0.005595910060951025,10,9,399.0,0.34247749920191073,2.9479842464399664e-05,29.645818623468585,0.7828413089555981,PRUNED
559,1.7538301648175543,2026-02-13 20:52:34.379954,2026-02-13 20:53:03.482350,0 days 00:00:29.102396,0.6171951842150895,441,9.503224929580385,lossguide,0.005004118068956341,10,9,404.0,0.2877551336998416,2.7900814913228766e-05,29.867111927604203,0.805855822852897,COMPLETE
560,1.7536599701191242,2026-02-13 20:52:35.180437,2026-02-13 20:53:03.688597,0 days 00:00:28.508160,0.6196853600972925,444,9.332325185498032,lossguide,0.005018767864806043,10,8,377.0,0.3254376378806835,0.06181011846613453,32.23137367299243,0.7818304070843191,COMPLETE
561,1.7589235353215698,2026-02-13 20:52:35.285542,2026-02-13 20:53:08.110613,0 days 00:00:32.825071,0.6218424974094712,440,9.344025736992895,lossguide,0.0055895001479665885,10,8,428.0,0.27943607552261857,6.25151798105674e-05,30.576669207291587,0.6227802137869669,PRUNED
562,1.753333951665742,2026-02-13 20:52:43.160169,2026-02-13 20:53:10.421989,0 days 00:00:27.261820,0.6179315961374926,432,9.373811500411092,lossguide,0.00501261856305694,10,8,402.0,0.3372389196813033,5.2719708698718296e-05,29.663329328250597,0.8243365519190073,COMPLETE
563,1.753464972676747,2026-02-13 20:52:51.274795,2026-02-13 20:53:18.728490,0 days 00:00:27.453695,0.6159274943439285,437,9.396035195435497,lossguide,0.0050044888798269765,10,8,386.0,0.26676562437578527,4.625865875865236e-08,31.01340085569692,0.8083807491680846,COMPLETE
564,1.7533241430523752,2026-02-13 20:52:58.559319,2026-02-13 20:53:28.203878,0 days 00:00:29.644559,0.6205937851564661,429,9.988678424478968,lossguide,0.005024917809831986,9,8,401.0,0.7667276895718396,5.4317920282114804e-05,29.488750187432753,0.8245526990206491,COMPLETE
565,1.752933774668625,2026-02-13 20:53:00.647952,2026-02-13 20:53:32.367114,0 days 00:00:31.719162,0.6202896483724344,428,9.815555855562444,lossguide,0.005241131026858761,9,10,410.0,0.2801950303455422,4.610745439214165e-05,32.12473911759025,0.8243800243370653,COMPLETE
566,1.7539747093511833,2026-02-13 20:53:03.553810,2026-02-13 20:53:31.109869,0 days 00:00:27.556059,0.619207992625682,438,9.991795663241884,lossguide,0.0060038905715031465,9,8,425.0,0.2570134546448993,4.601687274441299e-05,30.717812039409502,0.8249165712855391,COMPLETE
567,1.757349543507958,2026-02-13 20:53:03.860659,2026-02-13 20:53:26.329456,0 days 00:00:22.468797,0.6117883957412221,431,9.814920108506247,lossguide,0.018887847325892687,9,10,402.0,0.2701245706285199,5.371659541896398e-05,29.260906089607545,0.8269161649173139,PRUNED
568,1.7536932333523891,2026-02-13 20:53:08.190396,2026-02-13 20:53:36.067233,0 days 00:00:27.876837,0.6229993361161024,427,9.997514822028595,lossguide,0.006063917643645863,9,8,402.0,0.24531880483301188,5.287617148147871e-05,24.883395416273142,0.8261866947414309,COMPLETE
569,1.7528645919273396,2026-02-13 20:53:10.504671,2026-02-13 20:53:37.848075,0 days 00:00:27.343404,0.6230733305979057,427,9.990689945628079,lossguide,0.005979284213039647,9,8,398.0,0.2521877000979005,4.039322900780148e-05,25.052428712791812,0.8068106108706492,COMPLETE
570,1.7538207119438989,2026-02-13 20:53:18.785247,2026-02-13 20:53:49.547166,0 days 00:00:30.761919,0.6263821058202109,429,9.805078581976018,lossguide,0.005834803847253542,9,11,276.0,0.1923567179432041,4.6428060930082685e-05,23.90292157529078,0.8353680998632749,COMPLETE
571,1.7552987304444123,2026-02-13 20:53:26.424262,2026-02-13 20:53:53.076490,0 days 00:00:26.652228,0.623437522681633,425,9.875547380382994,lossguide,0.0060109699372091095,9,8,353.0,0.8257355253163641,4.306103220855852e-05,11.622663426715226,0.8377384775224834,PRUNED
572,1.7638135197730458,2026-02-13 20:53:28.271994,2026-02-13 20:53:48.228864,0 days 00:00:19.956870,0.6265400517666474,424,9.816346517642877,lossguide,0.05369178938669532,9,8,350.0,0.19335557027192174,2.24572602046338e-05,23.419825430490775,0.8058458219246298,PRUNED
573,1.7529810343782157,2026-02-13 20:53:31.178473,2026-02-13 20:53:57.835142,0 days 00:00:26.656669,0.6287905470550814,479,9.803995987483741,lossguide,0.0053018843663455405,9,8,351.0,0.19300256382977268,2.3056190266078433e-05,24.00544580991182,0.8055332128815476,COMPLETE
574,1.7562720135599803,2026-02-13 20:53:32.458757,2026-02-13 20:54:01.347462,0 days 00:00:28.888705,0.9216371777239455,283,9.776406263488242,lossguide,0.005916107706251312,9,8,352.0,0.1942551783394895,2.270144845734431e-05,11.596278093775014,0.8062285982727729,PRUNED
575,1.75460616302333,2026-02-13 20:53:36.157749,2026-02-13 20:54:06.772696,0 days 00:00:30.614947,0.6072591468932391,478,9.811586166523783,lossguide,0.005612123867011953,10,11,354.0,0.1865485590000528,9.124975043299212e-05,12.066371515262594,0.8084162170604526,PRUNED
576,1.7546289483981004,2026-02-13 20:53:37.941734,2026-02-13 20:54:04.185932,0 days 00:00:26.244198,0.6065040083615237,478,9.59772915670771,lossguide,0.005608451487297292,10,8,349.0,0.19652123193057403,2.3608569171594033e-05,12.28267727670502,0.8386315375470421,PRUNED
577,1.7525299269542685,2026-02-13 20:53:48.312902,2026-02-13 20:54:14.034452,0 days 00:00:25.721550,0.6327801075191459,482,9.589496586133025,lossguide,0.0055845075000248295,10,8,352.0,0.16828197896295843,8.774076260353422e-05,17.114775663295784,0.8146262897517291,COMPLETE
578,1.7563859134192588,2026-02-13 20:53:49.639604,2026-02-13 20:54:18.597101,0 days 00:00:28.957497,0.9093448222570736,480,9.529502498018752,lossguide,0.0053047552850235815,10,8,349.0,0.1615965826652115,8.551063144598267e-05,11.781486040290543,0.8137199032530005,PRUNED
579,1.753113454634115,2026-02-13 20:53:53.146440,2026-02-13 20:54:20.105018,0 days 00:00:26.958578,0.6055047053002282,479,9.57319404467882,lossguide,0.005305330749097672,10,8,346.0,0.1886864597150078,0.00010071558750045261,17.57165521610048,0.8140252644092634,COMPLETE
580,1.756623747604125,2026-02-13 20:53:57.893347,2026-02-13 20:54:25.024315,0 days 00:00:27.130968,0.605719143472969,467,9.508156017367012,lossguide,0.005596977641630836,10,8,366.0,0.1731901123304563,9.70239473404426e-05,1.9804308512533288,0.8137964020290219,PRUNED
581,1.7981700548319897,2026-02-13 20:54:01.443167,2026-02-13 20:55:18.152545,0 days 00:01:16.709378,0.6049698968172311,467,1.5545079486903086,lossguide,0.005534054469486753,10,8,329.0,0.161119465039572,8.735838260142392e-05,36.17346955780101,0.8156487478036933,PRUNED
582,1.753562724002619,2026-02-13 20:54:04.256084,2026-02-13 20:54:31.685207,0 days 00:00:27.429123,0.6457127840962157,464,9.60033863327587,lossguide,0.005290362937458675,10,8,368.0,0.15930872980587132,9.513748533412775e-05,38.75083481554852,0.8149988269414002,COMPLETE
583,1.7537717348005033,2026-02-13 20:54:06.864933,2026-02-13 20:54:35.351037,0 days 00:00:28.486104,0.7216705784847324,468,9.633341622716584,lossguide,0.005286244619664147,10,8,369.0,0.1614199959913648,0.00014617164716784463,37.12043356494512,0.8134011119442323,COMPLETE
584,1.7541780224739534,2026-02-13 20:54:10.429701,2026-02-13 20:54:38.710316,0 days 00:00:28.280615,0.6363812007659704,465,9.5538530558085,lossguide,0.0052790844149876665,10,8,439.0,0.16382913477573463,0.00011995630439138993,38.390099700059174,0.8155671435977431,COMPLETE
585,1.756990559910418,2026-02-13 20:54:14.124711,2026-02-13 20:54:33.246693,0 days 00:00:19.121982,0.6358627987973575,493,9.534623425509853,lossguide,0.028770397818932373,10,8,331.0,0.15989185289680663,0.00014713032195042556,16.23789612736794,0.816372721835103,PRUNED
586,1.753424477739776,2026-02-13 20:54:18.691959,2026-02-13 20:54:43.656942,0 days 00:00:24.964983,0.6451744302583764,493,9.583848776588429,lossguide,0.00525484899920166,10,8,437.0,0.16338245536949186,0.00019303274341612596,16.618707056788278,0.8168176702224653,COMPLETE
587,1.7543712481248757,2026-02-13 20:54:20.196126,2026-02-13 20:54:46.749839,0 days 00:00:26.553713,0.6451792622455667,463,9.586615572916024,lossguide,0.005589487309928121,9,8,327.0,0.1674650385938136,0.00016605596992305864,9.378989085495622,0.8178559195036059,COMPLETE
588,1.7595181949872924,2026-02-13 20:54:25.117220,2026-02-13 20:54:44.795387,0 days 00:00:19.678167,0.6429225662439065,491,9.608116173601111,lossguide,0.02867298511351258,9,8,331.0,0.23984066885307553,0.0001751215964040038,17.509774774233104,0.8159820362284823,PRUNED
589,1.7534325771666193,2026-02-13 20:54:31.775282,2026-02-13 20:54:59.898190,0 days 00:00:28.122908,0.6363242817892955,495,9.583594787484618,lossguide,0.005001082836074591,9,8,329.0,0.16185910130918815,0.00014168968847881315,16.111912692480004,0.8218866090651398,COMPLETE
590,1.753693224980104,2026-02-13 20:54:33.342009,2026-02-13 20:55:01.692805,0 days 00:00:28.350796,0.6474548564493912,491,9.63771766293771,lossguide,0.005251760156934682,9,8,333.0,0.2415715856354174,0.0001714411515403646,14.3738101222422,0.8354482786431207,COMPLETE
591,1.7547422432507775,2026-02-13 20:54:35.427445,2026-02-13 20:55:04.837741,0 days 00:00:29.410296,0.647410529166708,413,9.651531090669215,lossguide,0.006324587862363968,9,10,329.0,0.23799104107811156,3.5112119328256774e-05,14.4601963102944,0.8359714895771206,PRUNED
592,1.7535998448032146,2026-02-13 20:54:38.800877,2026-02-13 20:55:06.526703,0 days 00:00:27.725826,0.6470742752941514,503,9.716788821728038,lossguide,0.006351754675717099,9,8,326.0,0.24233370946713523,3.673880561747566e-05,15.338868323138733,0.8350870200852013,COMPLETE
593,1.7540179828135918,2026-02-13 20:54:43.733313,2026-02-13 20:55:11.993851,0 days 00:00:28.260538,0.6336311777942673,402,9.781825157950173,lossguide,0.005693120684018242,5,8,326.0,0.23318348239730416,1.653794054360724e-05,14.698327549197138,0.8358198774175465,COMPLETE
